Sludinājumidatums_2,Ist.,m2,Stāvs,Stavs,Sērija,Cena,"Cena, m2",Ielas nosaukums,Ielas numurs,Iela full,Rajons,Merged,Year
Фешенебельно - дизайнерски полностью стильно меблированную (в. т,2,67,3/4,3,Jaun.,"250,000",3731.343284,Citadeles,6,centrs Citadeles 6,centrs,"Latvia, Riga, centrs Citadeles 6",2019
Pārdodam skaistu 4 istabu dzīvokli centrā. Izcila infrastruktū,4,80,2/7,2,Jaun.,"148,000",1850,Miera,93,centrs Miera 93,centrs,"Latvia, Riga, centrs Miera 93",2019
"Pārdod jaunu, pilnībā aprīkotu un mēbelētu dzīvokli ar vienu guļ",2,48,6/9,6,Jaun.,"84,000",1750,Klijānu,16,centrs Klijānu 16,centrs,"Latvia, Riga, centrs Klijānu 16",2019
Sagatavots bankas vērtējums - Eur 93 000 Piedāvājam 2-istabu dz,2,52,6/7,6,Jaun.,"92,000",1769.230769,Miera,93,centrs Miera 93,centrs,"Latvia, Riga, centrs Miera 93",2019
Piedāvājumā 4 istabu dzīvoklis jaunajā projektā Club Central Res,4,142,5/7,5,Jaun.,"618,995",4359.119718,Lāčplēša,11,centrs Lāčplēša 11,centrs,"Latvia, Riga, centrs Lāčplēša 11",2019
Piedāvājumā 3 istabu dzīvoklis jaunajā projektā Club Central Res,3,106,6/7,6,Jaun.,"492,560",4646.792453,Lāčplēša,11,centrs Lāčplēša 11,centrs,"Latvia, Riga, centrs Lāčplēša 11",2019
"Piedāvājumā 2 istabu dzīvoklis jaunajā projektā „Albatross”, ko",2,59,1/6,1,Jaun.,"80,500",1364.40678,Katrīnas d.,17,centrs Katrīnas d. 17,centrs,"Latvia, Riga, centrs Katrīnas d. 17",2019
Gaišs 3 istabu dzīvoklis Rīgas centrā ar privāto terasi. +Br,3,90,1/5,1,Jaun.,"160,000",1777.777778,Indrānu,5,centrs Indrānu 5,centrs,"Latvia, Riga, centrs Indrānu 5",2019
Dzīvoklis ar terasi - zaļo dārzu Rīgas pilsētas centrā jaunajā p,3,121,1/7,1,Jaun.,"297,000",2454.545455,Birznieka-Upīša,13,centrs Birznieka-Upīša 13,centrs,"Latvia, Riga, centrs Birznieka-Upīša 13",2019
"Собственник продает стильную, дизайнерски полностью меблированну",2,67,3/4,3,Jaun.,"250,000",3731.343284,Citadeles,6,centrs Citadeles 6,centrs,"Latvia, Riga, centrs Citadeles 6",2019
"Trīs istabu dzīvoklis ar pilnu apdari jaunajā projektā ""Felicity",3,76,6/7,6,Jaun.,"188,500",2480.263158,Birznieka-Upīša,13,centrs Birznieka-Upīša 13,centrs,"Latvia, Riga, centrs Birznieka-Upīša 13",2019
"Продаётся эксклюзивная квартира в престижном новом проекте ""Vies",4,170,6/7,6,Jaun.,"415,000",2441.176471,Rūpniecības,21,centrs Rūpniecības 21,centrs,"Latvia, Riga, centrs Rūpniecības 21",2019
"Projekts - Centra Nams. Fasādes māja, kapitālais remonts, plaš",2,56,3/7,3,Jaun.,"115,000",2053.571429,Republikas laukums,3,centrs Republikas laukums 3,centrs,"Latvia, Riga, centrs Republikas laukums 3",2019
"Светлая и тихая квартира недавно после ремонта, жили мало - в но",4,124,6/7,6,Jaun.,"275,000",2217.741935,Republikas laukums,3,centrs Republikas laukums 3,centrs,"Latvia, Riga, centrs Republikas laukums 3",2019
"Pārdodam 2 istabu dzīvokli Centrā. Izcila infrastruktūra, blak",2,51,4/5,4,Staļina,"60,800",1192.156863,Stabu,96,centrs Stabu 96,centrs,"Latvia, Riga, centrs Stabu 96",2019
Saimnieks pārdod vienistabas dzīvokli Indrānu ielā. Dzīvoklis ap,1,33,5/5,5,LT proj.,"50,000",1515.151515,Indrānu,13,centrs Indrānu 13,centrs,"Latvia, Riga, centrs Indrānu 13",2019
Īpašnieks pārdod dzīvokli Pērnavas ielā - atrodas Grīziņkalna ap,2,40,2/5,2,Hrušč.,"55,000",1375,Pērnavas,12,centrs Pērnavas 12,centrs,"Latvia, Riga, centrs Pērnavas 12",2019
Laikā pārbaudīts kvalitatīvs dzīvoklis mūrā mājā. Lielisks izkār,2,51,5/5,5,Staļina,"79,000",1549.019608,Pērnavas,1,centrs Pērnavas 1,centrs,"Latvia, Riga, centrs Pērnavas 1",2019
"Двух комнатная -распашонка, теплая, есть балкон. Замечательный в",2,43,6/6,6,Hrušč.,"56,000",1302.325581,Vesetas,28,centrs Vesetas 28,centrs,"Latvia, Riga, centrs Vesetas 28",2019
Kapitāla ķieģeļu māja ar visam ērtībām. Vai mainu uz mazāko plat,3,83,1/2,1,Staļina,"61,200",737.3493976,Lugažu,12,centrs Lugažu 12,centrs,"Latvia, Riga, centrs Lugažu 12",2019
"Красивая 2-к квартира, первый низкий этаж(окна на уровне земли).",2,43,1/5,1,Specpr.,"46,500",1081.395349,Brīvības,136,centrs Brīvības 136,centrs,"Latvia, Riga, centrs Brīvības 136",2019
"Dzīvoklis ir piedāvājumā, kamēr sludinājums ir aktīvs. Plāno",2,46,5/5,5,Specpr.,"66,700",1450,Valdemāra,105,centrs Valdemāra 105,centrs,"Latvia, Riga, centrs Valdemāra 105",2019
Pārdod jumta izbūves mākslinieku darbnīcu divos stāvos. Mākslini,2,83,5/6,5,Staļina,"70,000",843.373494,Ieroču,1,centrs Ieroču 1,centrs,"Latvia, Riga, centrs Ieroču 1",2019
"Брежневский проект, в районе Молса. Комнаты изолированные, высот",2,61,4/5,4,Specpr.,"48,900",801.6393443,Maskavas,170,centrs Maskavas 170,centrs,"Latvia, Riga, centrs Maskavas 170",2019
"Очень хорошее место, остановка транспорта рядом, р-н улицы Cesu,",1,27,2/5,2,Hrušč.,"40,000",1481.481481,Brīvības,156,centrs Brīvības 156,centrs,"Latvia, Riga, centrs Brīvības 156",2019
Tiek pārdots divistabu dzīvoklis ar visu nepieciešamo sadzīves t,2,45,1/5,1,LT proj.,"52,500",1166.666667,Lugažu,4,centrs Lugažu 4,centrs,"Latvia, Riga, centrs Lugažu 4",2019
"4 istabu dzīvoklis - atrodas draudzīgā vidē, Centra rajionā. Izg",4,95,2/2,2,Specpr.,"103,600",1090.526316,Sadovņikova,_,centrs Sadovņikova _,centrs,"Latvia, Riga, centrs Sadovņikova _",2019
"Pārdod 2-ist. dzīvokli klusajā centrā, stabilā ķieģeļu mājā- jau",2,42,4/5,4,Hrušč.,"57,000",1357.142857,Pērnavas,14,centrs Pērnavas 14,centrs,"Latvia, Riga, centrs Pērnavas 14",2019
